pair_key,molecule_a_id,molecule_b_id,molecule_a_hash,molecule_b_hash,scaffold_a_hash,scaffold_b_hash,tanimoto_similarity,delta_pIC50
a821614794a1,CHEMBL6142457,CHEMBL6174175,dd22feafe7b3,8a370ce8685c,dfcb99ad17c3,dfcb99ad17c3,0.8608,1.3842
6f9460609683,CHEMBL4071474,CHEMBL4074601,f540f3490890,6d5de50048a1,06721c212967,06721c212967,0.8537,1.3838
c7af96c88a15,CHEMBL3353410,CHEMBL4566583,2255e7269aad,8f6caf5347f6,4aa52b594411,4aa52b594411,0.8571,1.3773
0fe7f5dbdb7f,CHEMBL175621,CHEMBL359629,af5f0622a39a,47f96447d3c5,77dd3bedc04d,2ace146af214,0.8605,1.3766
9ba660c0dd49,CHEMBL4276842,CHEMBL4293051,197a28e5edb1,28ce785cc0c4,c5d7eb62c892,c5d7eb62c892,0.85,1.3729
4d6cf9c98719,CHEMBL5852605,CHEMBL6010206,b6760cd9c2d2,a65e37d62453,1cbab3d8e35b,d8b32be2a822,0.8605,1.3711
86da396d63ff,CHEMBL3088219,CHEMBL3088225,9aa2a6ddf94a,a4edfa39701c,bd9f78919521,bd9f78919521,0.8571,1.3674
8aa7b75e906d,CHEMBL1958210,CHEMBL1958215,9d4f9f29c082,ced9c11bceb1,e86aff8ffb35,e86aff8ffb35,1.0,1.3664
43637608b657,CHEMBL5810347,CHEMBL5882108,f3314093ac7b,b8348831b7b1,4f9efeb09982,4f9efeb09982,0.8588,1.3659
0e68178c25c5,CHEMBL3087205,CHEMBL3087207,2e3fa31a483b,132fa7f466be,b10ff27d46da,e283e562f817,0.9286,1.3654
579aeed138cb,CHEMBL3897363,CHEMBL3969628,174f7eaeea81,b5bd6c81c1ac,51b375034a5b,2176ddabf3eb,0.8784,1.3617
cb1dbe5ba4b4,CHEMBL5170303,CHEMBL5181437,510935839929,2a0a68c299dd,14f6e48835a8,0e1ca63ffc50,0.9067,1.3596
b99e2e9711f5,CHEMBL5842694,CHEMBL5917624,4622c4a34461,6b4a64f57ca7,99aad6ecfa10,99aad6ecfa10,0.8676,1.358
01198d567124,CHEMBL175557,CHEMBL360933,938e84390f26,bb48fad3fc8a,5391df8f0115,683f54cf27de,0.8736,1.3522
0cc1be644cf1,CHEMBL3671502,CHEMBL3671504,4414b4fe4c2c,4c1b0ba3c6d2,3e29b80f74c6,3e29b80f74c6,0.8525,1.3522
c11250c6f4ce,CHEMBL5945723,CHEMBL6012149,f7f3abcc3ee7,f0cfe8f97dce,833591a78970,a1f6eb27cce6,0.8806,1.3519
6c37c1b77f03,CHEMBL5570486,CHEMBL5597403,0559fe40e1e8,3cd3d8384c47,566915bf0617,566915bf0617,0.8873,1.348
68bab759c439,CHEMBL3671497,CHEMBL3671529,156bcecb367c,818cb0272c90,3e29b80f74c6,3e29b80f74c6,0.8507,1.3473
3b6c2511e413,CHEMBL5814661,CHEMBL5952854,0da373b4acf1,7b92c7a33692,b863e5758f53,e392073982b0,0.8837,1.3463
3803be2cf03f,CHEMBL593860,CHEMBL604893,6e5acd2d1644,89fe893c07a1,c9c1b60fac08,912fe434e1f0,0.8767,1.3424
64615b599141,CHEMBL4448162,CHEMBL939,6ddd4fa755a1,d3cd41e66be7,3f8b323fd268,3f8b323fd268,0.8571,1.3424
95166d053923,CHEMBL3671576,CHEMBL3671579,9bcaa2568b17,ab305696a021,2b0dcab87037,dae618766e8f,0.9714,1.3411
770679cb64a5,CHEMBL3237947,CHEMBL3237948,a905951c4ee8,97a61b2d7104,a1f06650e957,a1f06650e957,0.9167,1.3409
ba176736eda4,CHEMBL175621,CHEMBL360519,af5f0622a39a,52abcd0abfde,77dd3bedc04d,bedf6cea4efd,0.8675,1.3352
f9a229d8deb0,CHEMBL5772994,CHEMBL5864704,f191f3da3e95,be1a5bd63fd9,eca140d2bda7,2c0982860ee7,0.8784,1.3326
61ae9fbff906,CHEMBL104244,CHEMBL106232,6c0d1045a769,5dae643b3fb7,00227faa0586,1d7a7b878b5f,0.9821,1.331
1269832500b7,CHEMBL2031298,CHEMBL2425735,bd488b4f6dd7,b7d5d4f88d33,561d1eb7eb61,485ff0f81451,0.8983,1.3245
9a82b15a2903,CHEMBL1934624,CHEMBL1934626,b4eb33afcc05,6e6b5a534dfd,04dc10a0ecd2,04dc10a0ecd2,0.8514,1.3245
053695510431,CHEMBL5862436,CHEMBL5954442,696d377fc228,7c810c606a73,e392073982b0,7b8edcee10ac,0.8736,1.3233
d7ad1ec02466,CHEMBL2419760,CHEMBL3040806,261187cb21fc,b7662ff845d2,261187cb21fc,b7662ff845d2,0.8636,1.3222
4b6ed40ef68a,CHEMBL3040806,CHEMBL3040861,b7662ff845d2,261187cb21fc,b7662ff845d2,261187cb21fc,0.8636,1.3222
0c39b095f10c,CHEMBL593760,CHEMBL606466,a4097c60fa82,137e694c8615,912fe434e1f0,c9c1b60fac08,0.8533,1.3203
bad52ec6fbc7,CHEMBL3676342,CHEMBL3676352,abfeaf937751,de4e09dc5f9d,3e29b80f74c6,3e29b80f74c6,0.873,1.3193
9c68e9151ede,CHEMBL591038,CHEMBL591040,a84062a859cc,dbb0eb72f5b3,3e29b80f74c6,3e29b80f74c6,0.9483,1.3166
f4fb54e114a4,CHEMBL3622650,CHEMBL3622658,6a108e38bd47,5576eaebf9a8,fee7f868ab1e,12f3367b76d8,0.8588,1.3147
93db60987175,CHEMBL5414141,CHEMBL5420623,b5313d73b70c,d025a05c8dd2,a377c46f694d,a6a5ef47ef43,0.8529,1.3129
f8167e0ad297,CHEMBL5783967,CHEMBL6061803,a32a34b83d36,d6f4eedea86d,4f9efeb09982,4f9efeb09982,0.8953,1.3126
12181c740fcc,CHEMBL3671499,CHEMBL3671542,7d7afb080c18,c536f51417a8,3e29b80f74c6,3e29b80f74c6,0.875,1.3096
da6515bbaac7,CHEMBL3676347,CHEMBL3676368,f5b63b0e2c0e,363d10328769,3e29b80f74c6,3e29b80f74c6,0.8831,1.3072
2740f498b7f4,CHEMBL5743634,CHEMBL5770549,11f8d7226c98,b144f0cf7d83,f05b463c4807,f05b463c4807,0.8553,1.3062
3d42381756de,CHEMBL5762347,CHEMBL5843126,6c15b5b02e77,3ae50380ff63,06d962f898d4,b2a4937fcc48,0.9091,1.3048
39dd69cd6a75,CHEMBL251315,CHEMBL3085375,53cbc6c9601b,d1cb7403d788,67beac06de99,67beac06de99,0.8594,1.3023
9dff633ef6b9,CHEMBL597303,CHEMBL598520,2ddd7dd6cd52,1e34ca589fbb,bf0b7f58151c,bf0b7f58151c,1.0,1.2983
dfd8badd73c3,CHEMBL5885640,CHEMBL5916523,5ab34a535588,8dfea7a4da45,e75fd5c2c911,e75fd5c2c911,0.8608,1.2955
ae34b3fbf21f,CHEMBL5747445,CHEMBL5786339,7c1d024dd92a,ec7f94d46843,e75fd5c2c911,e75fd5c2c911,1.0,1.2891
2ff3d297e81b,CHEMBL4856343,CHEMBL4865792,e086c28ba094,ca09548230e1,fb866faba5fc,fb866faba5fc,0.8676,1.289
5bf40533c281,CHEMBL5280575,CHEMBL6164475,451fd0b9529b,b290d459a1dd,8b8dc82425ad,8b8dc82425ad,0.875,1.2871
3b1f1b92fc45,CHEMBL3671499,CHEMBL3671503,7d7afb080c18,8ef7022996f9,3e29b80f74c6,3e29b80f74c6,0.8571,1.2833
80c2fee9293a,CHEMBL6188862,CHEMBL6193031,4b4c3f52f1e8,0b2d1206c419,df14004e51e1,7832cd2d32e3,0.8548,1.2794
b36f5c8c90c6,CHEMBL3357643,CHEMBL3357644,f522a5916c5a,bab11409adfc,b496c3cf3ab0,b496c3cf3ab0,1.0,1.2734
012ad01b1d9a,CHEMBL4471491,CHEMBL4531912,2044fa6577c8,62002b27d93e,5c3295f7e007,4d001f99a956,0.8537,1.2727
f7e75c74ad78,CHEMBL5756778,CHEMBL5763277,73d4f8f5d066,711560267b0c,558a55bd1de8,558a55bd1de8,0.8636,1.2711
ba773570959e,CHEMBL3745929,CHEMBL3746642,20a4945eb491,be74bf1448b2,8ad17c02f47f,8ad17c02f47f,0.8611,1.2689
983be5efab2e,CHEMBL5282641,CHEMBL5286007,2af07a3a6664,afa38c77909a,c039e524a45f,72cc393d0025,0.9286,1.2661
5a6a8ff655d5,CHEMBL3671524,CHEMBL3676390,f980bc457e78,76c898d0c91a,3e29b80f74c6,3e29b80f74c6,0.9091,1.265
86e2ed714643,CHEMBL3671518,CHEMBL3676390,c86282d48ae3,76c898d0c91a,3e29b80f74c6,3e29b80f74c6,0.8657,1.265
2bbce3925a0d,CHEMBL3965948,CHEMBL3969628,20949460e4be,b5bd6c81c1ac,c3ee744331fb,2176ddabf3eb,0.8784,1.2648
4f554bd7c3d5,CHEMBL5768138,CHEMBL5954442,c13a3468575c,7c810c606a73,e392073982b0,7b8edcee10ac,0.8736,1.2627
4233f8a31ac6,CHEMBL5932679,CHEMBL5954442,93d792634add,7c810c606a73,e392073982b0,7b8edcee10ac,0.8736,1.2613
1da1671e5255,CHEMBL3746268,CHEMBL3746473,727818cff6f2,fa1490832120,8ad17c02f47f,8ad17c02f47f,0.8955,1.26
17c3885424a1,CHEMBL5269375,CHEMBL5275642,083c2f8db76f,4e44ae246a2d,a68a0d7dd4f9,a68a0d7dd4f9,0.8732,1.2597
6af4e6f437c2,CHEMBL1812570,CHEMBL1812573,504482ed0e53,ace795496d16,da3565ff60dd,da3565ff60dd,0.8571,1.2591
1189a0ba6893,CHEMBL6042374,CHEMBL6043242,f02f40d8de2e,4451762ae80b,8b662d2f812e,8a0ea49f09b8,1.0,1.2585
cb53167377ed,CHEMBL6188493,CHEMBL6191894,4d9a41becb28,9845465c72ac,9455c4c7eafd,9455c4c7eafd,0.8654,1.2575
763a4f410ebf,CHEMBL3612561,CHEMBL3612563,78d3dc0394dd,8ef4027dabde,ed514f651857,ed514f651857,0.8525,1.2571
ce3622d0b33f,CHEMBL4450843,CHEMBL4463012,e369a09cd02c,ad21a685ab04,3b812260fda9,3b812260fda9,0.863,1.256
80fdcf56a737,CHEMBL175556,CHEMBL360933,a99cc1a05cf4,bb48fad3fc8a,60e38b0c0f41,683f54cf27de,0.8736,1.2553
319d762f2000,CHEMBL594661,CHEMBL595406,00aa95a2b38d,6cb59066b5c6,912fe434e1f0,c9c1b60fac08,0.8533,1.2553
66d418900635,CHEMBL4087243,CHEMBL4104658,441fdfdd6088,d482a06e5a66,7195067b08f6,7195067b08f6,0.9024,1.2546
665c83eaa93d,CHEMBL1242290,CHEMBL1242752,d0ae86f5ce96,ed83a431589b,77a982b31a34,77a982b31a34,0.8542,1.254
e1b8bc04c2d9,CHEMBL248044,CHEMBL248220,3c24b76dde96,2484236e9b15,aafe7c093fa1,2280c3a8a9f6,0.8571,1.2526
d77276797278,CHEMBL3671499,CHEMBL3671529,7d7afb080c18,818cb0272c90,3e29b80f74c6,3e29b80f74c6,0.8615,1.2504
c3397fc0cb8b,CHEMBL3746642,CHEMBL3746980,be74bf1448b2,8c93d119d892,8ad17c02f47f,8ad17c02f47f,0.8986,1.2463
fc877d3ec24e,CHEMBL5290340,CHEMBL6162368,51c8063292ce,087f0377f4fc,8b8dc82425ad,8b8dc82425ad,0.8507,1.2455
803d319c578e,CHEMBL6035726,CHEMBL6061899,722b97b9cc60,786903256132,9838980ead67,8f6929c4e1e2,0.8506,1.2448
42e6d84b3692,CHEMBL5406951,CHEMBL5419520,15ac3c3c2fc8,6fdca40a15c9,e22457441a57,e22457441a57,1.0,1.2447
46f7135a7f87,CHEMBL4856343,CHEMBL6146213,e086c28ba094,0a9088452038,fb866faba5fc,fb866faba5fc,0.8551,1.2447
1da5dc64dce2,CHEMBL3934556,CHEMBL507714,c95bef008e72,79681303a6b1,8d62d6461fbe,8d62d6461fbe,0.9072,1.2441
5e20d5813999,CHEMBL3904450,CHEMBL507714,18ed068e5948,79681303a6b1,3c16a674ed28,8d62d6461fbe,0.9022,1.2441
7f6eba71198f,CHEMBL3237931,CHEMBL3237934,51b23cd847fd,a337bc22f1a5,832edbb4f4a1,5d13daeea8c3,0.9459,1.2413
fb65a1abccfc,CHEMBL1821869,CHEMBL1821872,7c55f473b18b,0cbb6d11aa35,b317aacde4c6,b317aacde4c6,0.8571,1.2389
b72fd1ad40cb,CHEMBL338448,CHEMBL435809,f008e2f768de,e2f28dbd1753,67cab29be820,67cab29be820,0.9324,1.2374
6766c3870d01,CHEMBL5814661,CHEMBL6026192,0da373b4acf1,63ae01263346,b863e5758f53,b863e5758f53,0.8652,1.2366
61630387129c,CHEMBL1241580,CHEMBL1241676,67ec3d4c96b5,4d132a3f87c0,66bd83e06791,3bcd045fc19f,0.9574,1.2346
6838a5775190,CHEMBL3957025,CHEMBL3962233,5f4cf4a908ba,a91f53e5e35a,95497d93eeeb,49ff8153b0c8,0.863,1.2304
24df7332b571,CHEMBL6145609,CHEMBL6151046,988b48e18454,c8c3bcba8bfc,7b98aeb24383,ba7e02001480,0.8667,1.2272
d1d074c1b624,CHEMBL4532084,CHEMBL4540303,7a80b400a461,432c0a2d0450,4d001f99a956,5c3295f7e007,1.0,1.227
c9c7160f454f,CHEMBL597304,CHEMBL598520,51eb4431cb1e,1e34ca589fbb,bf0b7f58151c,bf0b7f58151c,1.0,1.227
5e42cdcaf592,CHEMBL1204168,CHEMBL29197,54742dcd53e7,54742dcd53e7,3e29b80f74c6,3e29b80f74c6,1.0,1.2233
db3d5535cb46,CHEMBL175101,CHEMBL176891,584b487d1c8b,35179f4c2a4e,c28414362dcd,9822f7d34b2a,0.9245,1.2218
8a41073f6184,CHEMBL5411886,CHEMBL5440481,0ee2e5a7f410,746c698b8bd1,f8a50a0b3872,6d7157893753,0.8667,1.2218
82627139628f,CHEMBL4635100,CHEMBL4642158,e9ba4dfdec50,a1d6cc0858ba,bbd1bb786c8e,997b9640c683,0.9875,1.2194
ade1d4bc801e,CHEMBL5265927,CHEMBL5273994,f406c7308369,c34e4bac8792,8b8dc82425ad,8b8dc82425ad,0.8689,1.2128
fa6ab8bb29d7,CHEMBL3087205,CHEMBL3087208,2e3fa31a483b,adbbe0257a30,b10ff27d46da,bb23d8848399,0.9268,1.2127
013c99b47b61,CHEMBL175556,CHEMBL360211,a99cc1a05cf4,e5c1650deebd,60e38b0c0f41,4ccebc3f79f6,0.988,1.2055
bb9898f60800,CHEMBL4129387,CHEMBL4129781,f43184d2c575,eef51d2d2d9b,63ac604009aa,63ac604009aa,0.8588,1.2049
a7ed1ecc7310,CHEMBL257859,CHEMBL271705,b1c53b020a6f,5dac07804c04,5fc91e3beb6b,238f63ad373d,0.9275,1.2041
ffacaf34ba6a,CHEMBL593860,CHEMBL596087,6e5acd2d1644,670b75d358d2,c9c1b60fac08,c9c1b60fac08,0.8889,1.2041
4c47c66d36e3,CHEMBL3676341,CHEMBL3676349,8b8fca338cea,dc2b9fe8ed55,3e29b80f74c6,3e29b80f74c6,0.8788,1.2041
3a4e40f96499,CHEMBL5182553,CHEMBL5195912,4cb62d248375,5774550ecd44,9b11ce57cc12,b4cc2058544e,0.8784,1.2041
b919ed935512,CHEMBL3746473,CHEMBL3747079,fa1490832120,9ae20f5a0672,8ad17c02f47f,8ad17c02f47f,0.8676,1.2031
ddc3c492b78c,CHEMBL299026,CHEMBL45827,f6bf984ede1f,c2c1319cb903,b81d4b777183,b81d4b777183,0.9524,1.2013
07adfd1f3a88,CHEMBL179363,CHEMBL179659,9146c98639ac,9dd6b6eeb24e,bedf6cea4efd,bedf6cea4efd,0.8916,1.2002
d09a2c4b5c44,CHEMBL5076986,CHEMBL5086894,cf46d5ef713c,183de4df4391,9b2aaf89f954,9b2aaf89f954,0.8592,1.1996
8d504cc87a0b,CHEMBL5277739,CHEMBL5281748,e87dcfe92e7b,93f34eee3662,c039e524a45f,c039e524a45f,1.0,1.1987
c004ae8d5f23,CHEMBL5282641,CHEMBL5283507,2af07a3a6664,0848775e97ef,c039e524a45f,c039e524a45f,0.8571,1.1979
27ec9fd568b4,CHEMBL3671476,CHEMBL3671479,e1f6e1f0252a,733069f38d6e,28e5ce5d477c,28e5ce5d477c,0.8514,1.195
9760578c7be0,CHEMBL2179119,CHEMBL4070454,562a8d8aee0e,234bd5635c94,6bb3b0054981,6bb3b0054981,0.9,1.1934
8f71b0e42620,CHEMBL495979,CHEMBL496174,ba8ca58a6715,4c5103a83c41,ba39dbc82ec7,ba39dbc82ec7,1.0,1.1923
d24e4211148d,CHEMBL5755313,CHEMBL6042374,a78d526f4818,f02f40d8de2e,015c4069faa6,8b662d2f812e,0.8764,1.1901
10c62ec4318f,CHEMBL4070640,CHEMBL4078801,fc6cf0b05b86,d3c5a818f950,06721c212967,06721c212967,0.8837,1.1865
90007ef41c70,CHEMBL5890119,CHEMBL6064874,02462e76806c,af578fdaf03e,6b6f1485866c,6b6f1485866c,0.8961,1.1863
6e90afb95933,CHEMBL3263960,CHEMBL3263963,b9f47153914b,c4b1e84a50c0,cbf40f6c5e6c,5d7aa726270f,0.8916,1.1856
8aa3f81a30ac,CHEMBL246491,CHEMBL394057,7580022c7ae1,3c4d313a1d0e,8a0d78a7d34b,8a0d78a7d34b,0.863,1.1856
6d7edeecccb2,CHEMBL338049,CHEMBL338155,0b831053700b,48d193ad5622,a9e4bd30086e,a9e4bd30086e,1.0,1.1845
56b8221f0c14,CHEMBL391675,CHEMBL392273,c8dc6c573d98,1717f0e54c34,1c80fa9e07ee,a5d1baac9136,0.8714,1.1805
641ffa6f375e,CHEMBL495617,CHEMBL527026,4d59733c11a6,edf2c6b7d595,dde94828be2e,dde94828be2e,0.9067,1.1801
fa583c73d86a,CHEMBL4745868,CHEMBL4789716,5bd04b1048e7,80f676af0297,fb866faba5fc,fb866faba5fc,0.8657,1.1793
36b894e82cce,CHEMBL4063067,CHEMBL4070640,c338ea711c8c,fc6cf0b05b86,06721c212967,06721c212967,0.9048,1.1782
0e10a3aff8bc,CHEMBL5799106,CHEMBL5919894,618e1ceb64fa,df040b015562,17c7e0a76465,6ab9bc839c84,0.8852,1.1715
575a67a27eee,CHEMBL590559,CHEMBL591040,82afcfa7774b,dbb0eb72f5b3,3e29b80f74c6,3e29b80f74c6,0.9828,1.1679
d30b59063b79,CHEMBL5862480,CHEMBL5899856,64aa64b9f8bb,5fc2a4fa6ae9,f3aa8e6c129c,be8d5c447bcd,0.8936,1.1676
2d04310fe57a,CHEMBL5814661,CHEMBL5998662,0da373b4acf1,d50b13b922ab,b863e5758f53,b863e5758f53,0.8652,1.1675
62d41b7355c1,CHEMBL3746387,CHEMBL3746642,6dcf1cff1be6,be74bf1448b2,8ad17c02f47f,8ad17c02f47f,0.8611,1.1671
2571b7efc565,CHEMBL593292,CHEMBL595615,056cd564eca8,a05698373743,912fe434e1f0,c9c1b60fac08,1.0,1.1633
dbecb739230c,CHEMBL5170303,CHEMBL5201250,510935839929,39d0f2d5aefe,14f6e48835a8,809a2d458033,0.9067,1.1614
ae41552609e2,CHEMBL3671496,CHEMBL3671512,71116ee25646,8529dcf043cd,3e29b80f74c6,3e29b80f74c6,0.8529,1.1614
3d27b0694eea,CHEMBL434720,CHEMBL440935,704618011766,38c1b9096814,bedf6cea4efd,bedf6cea4efd,0.8846,1.1611
125da0ce05ff,CHEMBL5818938,CHEMBL6022955,0a46d16a04d1,28dfd8a6ae1a,70268b1950b3,bf2ea990703d,0.8696,1.1594
f43ae44d1cf8,CHEMBL5170303,CHEMBL6142537,510935839929,81acb3147c9e,14f6e48835a8,ef5aff0dc63b,1.0,1.157
c5aa47f9f4e9,CHEMBL6102895,CHEMBL6148115,4be5f98cb93d,225d1865de2f,ba7e02001480,d7fe46d89223,0.8824,1.1547
1ef77c49a05d,CHEMBL5799106,CHEMBL5968961,618e1ceb64fa,0866ba48bd05,17c7e0a76465,c346e3f655ed,0.8525,1.1547
4d9071595cfd,CHEMBL5741413,CHEMBL5875860,e7e9b0637c66,c04c6941a883,968c5279126a,00052de71bb4,0.9104,1.1546
5dbce9e0a6a1,CHEMBL3088219,CHEMBL3088224,9aa2a6ddf94a,85f8cd242ee2,bd9f78919521,bd9f78919521,0.8571,1.154
b7ecdf173a58,CHEMBL3902295,CHEMBL3940060,9863ef9d6ed3,104a68429b5c,ed514f651857,ed514f651857,0.8788,1.1536
f74de778c3a8,CHEMBL3746473,CHEMBL3747055,fa1490832120,630c9579303e,8ad17c02f47f,8ad17c02f47f,0.8571,1.1532
278b0294c92e,CHEMBL3092306,CHEMBL3092313,89f38153ea33,7571407aaf3e,a83b5fc8b57c,a83b5fc8b57c,0.9221,1.1495
cb62fff52c90,CHEMBL175556,CHEMBL362824,a99cc1a05cf4,6fb69ca88412,60e38b0c0f41,cebca61bc501,0.8539,1.1492
3ea8257ce5f9,CHEMBL5568705,CHEMBL5584189,7fff4efebbd9,6d3220c35a6f,4a2e51ca850c,4a2e51ca850c,0.8718,1.1467
89c87ad89c75,CHEMBL3962233,CHEMBL3979264,a91f53e5e35a,197627c63e9c,49ff8153b0c8,49ff8153b0c8,0.9014,1.1461
fa891f87288c,CHEMBL4860527,CHEMBL4878626,9d63b370fd46,54b4f594b69e,e2338bb80055,ca15f24724b8,0.9014,1.1451
3dcda623bd73,CHEMBL5565503,CHEMBL5568705,a5d82b8a3ef0,7fff4efebbd9,4a2e51ca850c,4a2e51ca850c,0.8519,1.1421
452b5c50434d,CHEMBL3923551,CHEMBL3979264,c6ef32e1cb14,197627c63e9c,49ff8153b0c8,49ff8153b0c8,0.8551,1.1417
08cbea26e0f1,CHEMBL360933,CHEMBL368702,bb48fad3fc8a,77d5487073e7,683f54cf27de,28727598c32c,0.9048,1.1413
aa819c39c293,CHEMBL5899856,CHEMBL5980088,5fc2a4fa6ae9,4ce0ae6274ec,be8d5c447bcd,8e31fe2b71eb,0.8515,1.1376
0e0085d5762a,CHEMBL5562735,CHEMBL5568705,1efab27e1aec,7fff4efebbd9,4a2e51ca850c,4a2e51ca850c,0.8659,1.1332
d7ed1db68c9b,CHEMBL5762347,CHEMBL6029813,6c15b5b02e77,6af18f2446ad,06d962f898d4,b2a4937fcc48,0.9062,1.1323
47c64f8d5aa1,CHEMBL5742327,CHEMBL6030420,6bea14c277c3,5600537f214d,6b6f1485866c,279a28788288,0.8961,1.1323
c48c97f97441,CHEMBL2032376,CHEMBL2032379,fcec47647f80,1f36107a16cb,b4a7bee18d68,261435364b52,0.8846,1.1321
5674d6d8fb82,CHEMBL5742327,CHEMBL6064874,6bea14c277c3,af578fdaf03e,6b6f1485866c,6b6f1485866c,1.0,1.1283
d9dcf9512269,CHEMBL4210550,CHEMBL4217913,4c1b5d0e236c,1546c20acb4b,c8246288cb2b,c8246288cb2b,0.8696,1.1273
4e26d9d0f9b9,CHEMBL4763697,CHEMBL4763967,a5cc5e4e4eb6,8f578f97569b,ba13fcf595df,ba13fcf595df,0.8974,1.1253
9167e912f2ba,CHEMBL3353405,CHEMBL5820028,a0fae47fc93a,081d3b1ee793,6a3893e50ea7,a73b97806e0c,0.9012,1.1249
3a48bf069615,CHEMBL5756092,CHEMBL5767790,c4b35a90c65f,e04afdf2819c,056dbb9f2542,fcdff684b32a,0.9464,1.1241
f23d380d6d82,CHEMBL3233778,CHEMBL3233780,d0b55c932bbc,838544e23336,90e33420a1fe,90e33420a1fe,0.8529,1.1224
7851b6bd25fd,CHEMBL3813728,CHEMBL3814812,ceb360a59f5d,8a6ac72fab85,5166d98098c9,0127a547687d,0.9211,1.122
2e95e1f50591,CHEMBL4543893,CHEMBL4593230,9abe05482d71,1713c8b3740c,15f0c8b4b8c5,15f0c8b4b8c5,1.0,1.1195
4f2a2d939053,CHEMBL2408826,CHEMBL2408829,58352a47359d,a416356c8801,f4b61fe7e94f,c24d4bb71862,0.8889,1.1181
c40da151a78d,CHEMBL3671496,CHEMBL3671507,71116ee25646,8e947b989ab7,3e29b80f74c6,3e29b80f74c6,0.9242,1.1139
23e3301f1be9,CHEMBL3671498,CHEMBL3676383,fbb53e1985c9,57e6fdc9d7be,3e29b80f74c6,3e29b80f74c6,0.8611,1.1139
75cf1d7a639a,CHEMBL179923,CHEMBL362232,eeb8f4f923d3,cfb61ee5a8e6,bedf6cea4efd,bedf6cea4efd,0.8588,1.1118
71b9e9d3464a,CHEMBL590558,CHEMBL592216,978c809f3e5c,a2f328d67d51,3e29b80f74c6,3e29b80f74c6,0.9298,1.1114
277ea4787263,CHEMBL4793105,CHEMBL4794857,72b331c342ee,7158c4256ff6,fb866faba5fc,fb866faba5fc,0.8571,1.1103
9caf1c9511b5,CHEMBL5755313,CHEMBL5759210,a78d526f4818,d744a78538c1,015c4069faa6,480046685af8,0.8511,1.1077
4ad56aea5ce5,CHEMBL4448148,CHEMBL4565374,3df0f61adf4a,68db9df2808a,3b812260fda9,3b812260fda9,0.8636,1.1072
44afefdd41c9,CHEMBL5786389,CHEMBL5829626,136fcac0ac1e,117ff46cbffd,17c7e0a76465,6ab9bc839c84,0.8939,1.1058
0924756d3b99,CHEMBL5082074,CHEMBL5089161,465658db5b7d,d6514cd039dc,8a5c4d261e11,8a5c4d261e11,0.9024,1.1043
a6ff098dc55e,CHEMBL1090350,CHEMBL1090354,7dbcf190e4a6,2c1294918309,7dbcf190e4a6,2c1294918309,0.8649,1.1024
b04c856ad02a,CHEMBL2441563,CHEMBL4642158,60330559774e,a1d6cc0858ba,2c7ee8ba4a92,997b9640c683,0.9048,1.1023
b4df9e3b1647,CHEMBL3912361,CHEMBL3982289,a88696d7db0c,c260b455c756,2176ddabf3eb,c3ee744331fb,0.8767,1.1015
a264af4fbde6,CHEMBL1173652,CHEMBL1173718,01bde69fb6c1,5924912d9bae,214b9e07b560,a2f5807bcccf,0.8846,1.1014
9f7e1f422ed2,CHEMBL5939157,CHEMBL6051171,d2463f6189c7,4a77f10f465c,854085c2ae02,98d2a31bb83f,0.881,1.1012
dec6348e1125,CHEMBL3353396,CHEMBL3353402,a7283c690eca,2d01cb89ec13,c063032cbf70,c063032cbf70,1.0,1.0981
23e33cbde62c,CHEMBL4205688,CHEMBL4211835,b0d38631603d,0d3b1c04422c,c8246288cb2b,c8246288cb2b,0.9242,1.0977
4d1072f101cd,CHEMBL3234752,CHEMBL3234756,251dd034c27f,3bbe48dfb94d,aeb8d1068285,aeb8d1068285,0.8732,1.0925
daf3976b7069,CHEMBL360211,CHEMBL368702,e5c1650deebd,77d5487073e7,4ccebc3f79f6,28727598c32c,0.8837,1.0915
9ede9a8a433a,CHEMBL3746473,CHEMBL3747277,fa1490832120,f8fb525140cd,8ad17c02f47f,8ad17c02f47f,0.8696,1.0892
2bc4a01f72be,CHEMBL5779576,CHEMBL5812367,45c15b8e1db7,b65e5e971a5a,2d47a0e74661,2d47a0e74661,1.0,1.0891
c770c82131c2,CHEMBL202721,CHEMBL3759754,6568d4274687,675191a9b02f,a8b741ce4637,a8b741ce4637,0.8571,1.0889
733e9028241c,CHEMBL3325473,CHEMBL3325477,584cf6a0d712,4007331cb982,d68e1c34939d,d68e1c34939d,0.8553,1.0872
ef6091b6a0cb,CHEMBL3087204,CHEMBL3087205,7b9b883e7535,2e3fa31a483b,b10ff27d46da,b10ff27d46da,1.0,1.0853
61079794a187,CHEMBL4522613,CHEMBL4552429,6ee48754dfa9,38990229cca3,cdb44fab8519,cdb44fab8519,0.8506,1.0835
926547c0633d,CHEMBL3092322,CHEMBL3092323,1edb52bd1b2f,2c5182a08289,a83b5fc8b57c,a83b5fc8b57c,0.8553,1.0827
484ed2e9dffa,CHEMBL4748367,CHEMBL4749064,f6d9b5d055a0,f2adee63e641,e22457441a57,e22457441a57,0.8788,1.0792
e697da7657ed,CHEMBL3912361,CHEMBL3921302,a88696d7db0c,3c34e911c01b,2176ddabf3eb,51b375034a5b,0.8767,1.0792
